Lon,Lat
37.7986453192461,-122.4098629092911
37.7678486242834,-122.4552665971872
37.7749888994694,-122.4043283015447
37.7800012925707,-122.4644607286463
37.7837040581307,-122.4128957522243
37.729641718322,-122.3980865549364
37.7247701343562,-122.4462510450206
37.7626807026424,-122.4219696654014
37.743733794625,-122.4814607671523
37.7801611403781,-122.432390435179
